Lớp,Mã HP,Môn,TC,LT,TH,Tự học,PCGD,SS lớp,Mã LHP,Nhóm,LT/TH,Thứ,Ca,GĐ,GV,Ghi chú,Ghi chú
K68M-MT-ĐL+K68M-MT-MH,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,,60,,3,60,EMA2043 4,CL,TH,2,1,207-A,Lê Duy Minh,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68M-MT-ĐL+K68M-MT-MH,EMA2043,"Lập trình nâng cao ứng dụng trong đo lường, điều khiển",4,,60,,3,60,EMA2043 4,CL,TH,2,2,207-A,Lê Duy Minh,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68M-MT-MT,EMA3083,Hệ thống cơ điện tử,3,25,,,3,60,EMA3083 1,CL,LT,3,4,103-B,Đinh Trần Hiệp,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MT,EMA3083,Hệ thống cơ điện tử,3,,40,,3,60,EMA3083 1,CL,TH,6,3,409-B,Đinh Trần Hiệp+Nguyễn Tất Việt,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MT,EMA3084E,Vi xử lý và vi điều khiển,3,25,,,3,60,EMA3084E 1,CL,LT,6,2,305-B,Phạm Mạnh Thắng+Hoàng Văn Mạnh,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MT,EMA3084E,Vi xử lý và vi điều khiển,3,,40,,3,20,EMA3084E 1,1,TH,3,1,502-E5,Vũ Đình Nam,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MT,EMA3084E,Vi xử lý và vi điều khiển,3,,40,,3,20,EMA3084E 1,2,TH,3,2,502-E5,Vũ Đình Nam,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MT,EMA3084E,Vi xử lý và vi điều khiển,3,,40,,3,20,EMA3084E 1,3,TH,5,1,502-E5,Vũ Đình Nam,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MT,EMA3085,Robot công nghiệp,2,21,18,,3,60,EMA3085 1,CL,LT+TH,4,3,407-B,Đỗ Trần Thắng+Đặng Anh Việt,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MT,EMA3062E,Điều khiển PLC,3,25,,,3,60,EMA3062E 1,CL,LT,3,3,103-B,Hoàng Văn Mạnh+Nguyễn Khắc Đệ,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MT,EMA3062E,Điều khiển PLC,3,,40,,3,20,EMA3062E 1,1,TH,5,2,502-E5,Seung Chul Jung+Nguyễn Khắc Đệ,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MT,EMA3062E,Điều khiển PLC,3,,40,,3,20,EMA3062E 1,2,TH,2,1,502-E5,Seung Chul Jung+Nguyễn Khắc Đệ,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MT,EMA3062E,Điều khiển PLC,3,,40,,3,20,EMA3062E 1,3,TH,2,2,502-E5,Seung Chul Jung+Nguyễn Khắc Đệ,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MT,INT3401,Trí tuệ nhân tạo,3,45,,,3,60,INT3401 2,CL,LT,6,1,409-B,Nguyễn Phương Thái+Hồ Quang Trường,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-CT,EMA3005E,Công nghệ chế tạo máy,3,39,12,,3,60,EMA3005E 1,CL,LT+TH,3,4,107-B,Trần Anh Quân,Ca 2 (học đồng thời với Ca 1 từ tuần 11),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68M-MT-CT,EMA3005E,Công nghệ chế tạo máy,3,39,12,,3,60,EMA3005E 1,CL,LT+TH,4,3,505-B,Trần Anh Quân,Ca 1 (học từ tuần 1-15),
K68M-MT-CT,EMA3035E,Máy công cụ - CNC,3,30,,,3,40,EMA3035E 1,CL,LT,4,1,505-B,Trần Thanh Tùng,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-MT-CT,EMA3035E,Máy công cụ - CNC,3,,30,,3,20,EMA3035E 1,1,TH,6,3,Xưởng Cơ khí,Bùi Huy Hoàng,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-MT-CT,EMA3035E,Máy công cụ - CNC,3,,30,,3,20,EMA3035E 1,1,TH,5,1,Xưởng Cơ khí,Bùi Huy Hoàng,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-MT-CT,EMA3035E,Máy công cụ - CNC,3,,30,,3,20,EMA3035E 1,2,TH,5,2,Xưởng Cơ khí,Bùi Huy Hoàng,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-MT-CT,EMA3004,Công nghệ CAD/CAM/CNC,2,18,24,,3,60,EMA3004 1,CL,LT+TH,4,2,505-B,Trần Anh Quân,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-CT,EMA3062E,Điều khiển PLC,3,25,,,3,40,EMA3062E 2,CL,LT,2,3,301-B,Hoàng Văn Mạnh+Nguyễn Khắc Đệ,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-CT,EMA3062E,Điều khiển PLC,3,,40,,3,20,EMA3062E 2,1,TH,6,3,502-E5,Seung Chul Jung+Nguyễn Khắc Đệ,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-CT,EMA3062E,Điều khiển PLC,3,,40,,3,20,EMA3062E 2,2,TH,6,4,502-E5,Seung Chul Jung+Nguyễn Khắc Đệ,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-CT,EMA3062E,Điều khiển PLC,3,,40,,3,20,EMA3062E 2,3,TH,2,4,502-E5,Seung Chul Jung+Nguyễn Khắc Đệ,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-CT,INT3401,Trí tuệ nhân tạo,3,45,,,3,60,INT3401 3,CL,LT,3,3,102-B,Nguyễn Phương Thái+Nguyễn Quốc Trưởng,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-ĐL,EMA3065,Điện tử công suất,2,30,,,3,30,EMA3065 1,CL,LT,5,1,407-B,Hoàng Văn Mạnh,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-MT-ĐL+K68M-MT-MH,EMA3084E,Vi xử lý và vi điều khiển,3,25,,,3,40,EMA3084E 2,CL,LT,6,3,508-B,Phạm Mạnh Thắng+Hoàng Văn Mạnh,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-ĐL+K68M-MT-MH,EMA3084E,Vi xử lý và vi điều khiển,3,,40,,3,20,EMA3084E 2,1,TH,4,1,502-E5,Vũ Đình Nam,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-ĐL+K68M-MT-MH,EMA3084E,Vi xử lý và vi điều khiển,3,,40,,3,20,EMA3084E 2,2,TH,2,3,502-E5,Vũ Đình Nam,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-ĐL,EMA3028,Kỹ thuật xung -số - tương tự và kỹ thuật đo và điều khiển,3,30,,,3,30,EMA3028 1,CL,LT,3,2,105-A,Đinh Trần Hiệp+Phạm Đình Tuân,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-MT-ĐL,EMA3028,Kỹ thuật xung -số - tương tự và kỹ thuật đo và điều khiển,3,,30,,3,30,EMA3028 1,CL,TH,3,3,105-A,Phạm Đình Tuân,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-MT-ĐL+K68M-MT-MH,EMA3062E,Điều khiển PLC,3,25,,,3,60,EMA3062E 3,CL,LT,4,4,102-B,Hoàng Văn Mạnh+Phạm Quang Minh,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-ĐL+K68M-MT-MH,EMA3062E,Điều khiển PLC,3,,40,,3,20,EMA3062E 3,1,TH,6,2,502-E5,Seung Chul Jung+Phạm Quang Minh,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-ĐL+K68M-MT-MH,EMA3062E,Điều khiển PLC,3,,40,,3,20,EMA3062E 3,2,TH,5,3,502-E5,Seung Chul Jung+Phạm Quang Minh,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-ĐL,INT3401,Trí tuệ nhân tạo,3,45,,,3,30,INT3401 4,CL,LT,4,2,405-A,Nguyễn Phương Thái+Vũ Đình Nam,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MH,EMA3083,Hệ thống cơ điện tử,3,25,,,3,30,EMA3083 2,CL,LT,3,1,501-B,Đinh Trần Hiệp,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MH,EMA3083,Hệ thống cơ điện tử,3,,40,,3,30,EMA3083 2,CL,TH,6,4,508-B,Đinh Trần Hiệp+Nguyễn Tất Việt,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-ĐL+K68M-MT-MH,EMA3062E,Điều khiển PLC,3,25,,,3,60,EMA3062E 3,CL,LT,4,4,102-B,Hoàng Văn Mạnh+Phạm Quang Minh,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MH,EMA3062E,Điều khiển PLC,3,,40,,3,20,EMA3062E 3,3,TH,5,4,502-E5,Seung Chul Jung+Phạm Quang Minh,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MH,EMA3005E,Công nghệ chế tạo máy,3,39,12,,3,30,EMA3005E 2,CL,LT+TH,4,4,405-A,Trần Anh Quân,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68M-MT-MH,EMA3005E,Công nghệ chế tạo máy,3,39,12,,3,30,EMA3005E 2,CL,LT+TH,3,3,501-B,Trần Anh Quân,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68M-MT-MH,EMA3017,Cảm biến và cơ cấu chấp hành,2,24,12,,3,30,EMA3017 1,CL,LT+TH,4,2,203-T,Trương Xuân Hùng,,"Học 1 ca/15 tuần, thi đợt 2"
K68M-MT-MH,ELT3014E,Kỹ thuật đo lường và điều khiển,3,30,,,3,30,ELT3014E 1,CL,LT,4,1,203-T,Đinh Trần Hiệp,,"Học 1 ca/10 tuần, thi đợt 1"
K68M-MT-MH,ELT3014E,Kỹ thuật đo lường và điều khiển,3,,30,,3,30,ELT3014E 1,CL,TH,4,3,203-T,Nguyễn Khánh Sơn,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-MT,EMA4001,Thực tập kỹ thuật,5,,150,,3,100,EMA4001 1,CL,TH,4,2,ONL,Phạm Mạnh Thắng+Hoàng Văn Mạnh+Trần Dương Trí+Nguyễn Khắc Đệ+Bành Sơn Hoàng+Nguyễn Trọng Giang,,
K67M-MT,EMA4051,Khoá luận tốt nghiệp,7,,,,3,100,EMA4051 1,CL,,2,4,ONL,K.CHKT&TĐH,,
K67M-MT,EMA3149E,Xử lý và nhận dạng ảnh,2,20,20,,3,60,EMA3149E 1,CL,LT+TH,6,1,505-B,Đinh Trần Hiệp+Nguyễn Khánh Sơn,,"Học 1 ca/15 tuần, thi đợt 2"
K67M-MT,EMA3021E,Các phương pháp điều khiển tiên tiến,2,24,12,,3,60,EMA3021E 1,CL,LT+TH,2,1,210-T,Phạm Quốc Tuấn,,"Học 1 ca/15 tuần, thi đợt 2"
K67M-MT,EMA3033E,Mô phỏng và thiết kế hệ cơ điện tử,3,30,,,3,60,EMA3033E 1,CL,LT,4,3,507-B,Nguyễn Quang Nhã,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-MT,EMA3033E,Mô phỏng và thiết kế hệ cơ điện tử,3,,30,,3,60,EMA3033E 1,CL,TH,3,4,210-B,Nguyễn Tất Việt,,"Học 1 ca/10 tuần, thi đợt 1"
K67M-MT,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,90,POL1001 39,CL,LT,5,1,210-B,Phạm Thị Thuỳ,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT1,UET.CS2043,Lập trình nâng cao,3,30,,,1,60,UET.CS2043 1,CL,LT,2,4,209-B,Võ Đình Hiếu,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT1,UET.CS2043,Lập trình nâng cao,3,,30,,1,60,UET.CS2043 1,CL,TH,3,1,503-A,Phạm Bảo Phúc+Trần Ngọc Trúc Linh,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT1,UET.MAT1051,Giải tích 2,5,45,,,9,60,UET.MAT1051 1,CL,LT,6,3,103-B,Nguyễn Thị Hồng,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT1,UET.MAT1051,Giải tích 2,5,,60,,9,60,UET.MAT1051 1,CL,TH,5,3,402-B,Nguyễn Thị Hồng,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70I-IT1,UET.MAT1051,Giải tích 2,5,,60,,9,60,UET.MAT1051 1,CL,TH,6,2,103-B,Nguyễn Thị Hồng,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70I-IT1,UET.MAT1057,Toán học rời rạc,3,30,15,,1,60,UET.MAT1057 1,CL,LT+TH,6,4,103-B,Đặng Cao Cường,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT1,UET.PHY1095,Vật lý đại cương 1,3,30,15,,4,60,UET.PHY1095 1,CL,LT+TH,4,1,506-B,Nguyễn Đăng Cơ,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT1,FLF1107,Tiếng Anh B1,5,75,,,9,77,FLF1107 1,CL,LT,5,2,ONL,Đỗ Hà Lan,Học trên hệ thống LMS,"Học 2 ca/15 tuần, thi đợt 2"
K70I-IT2,UET.CS2043,Lập trình nâng cao,3,30,,,1,63,UET.CS2043 2,CL,LT,6,2,507-B,Võ Đình Hiếu,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT2,UET.CS2043,Lập trình nâng cao,3,,30,,1,63,UET.CS2043 2,CL,TH,5,3,403-A,Phạm Bảo Phúc+Vũ Đức Hiếu,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT2,UET.MAT1051,Giải tích 2,5,45,,,9,63,UET.MAT1051 2,CL,LT,2,3,205-B,Nguyễn Năng Thiều,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT2,UET.MAT1051,Giải tích 2,5,,60,,9,63,UET.MAT1051 2,CL,TH,3,1,206-B,Nguyễn Năng Thiều,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70I-IT2,UET.MAT1051,Giải tích 2,5,,60,,9,63,UET.MAT1051 2,CL,TH,4,4,209-B,Nguyễn Năng Thiều,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70I-IT2,UET.MAT1057,Toán học rời rạc,3,30,15,,1,63,UET.MAT1057 2,CL,LT+TH,3,2,501-B,Đặng Cao Cường,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT2,UET.PHY1095,Vật lý đại cương 1,3,30,15,,4,63,UET.PHY1095 2,CL,LT+TH,6,4,507-B,Phan Thế Long+Nguyễn Minh Đoàn,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT2,FLF1107,Tiếng Anh B1,5,75,,,9,77,FLF1107 1,CL,LT,5,2,ONL,Đỗ Hà Lan,Học trên hệ thống LMS,"Học 2 ca/15 tuần, thi đợt 2"
K70I-IT3,UET.CS2043,Lập trình nâng cao,3,30,,,1,62,UET.CS2043 3,CL,LT,6,3,205-B,Nguyễn Văn Sơn,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT3,UET.CS2043,Lập trình nâng cao,3,,30,,1,62,UET.CS2043 3,CL,TH,5,1,207-A,Phạm Bảo Phúc+Trần Ngọc Trúc Linh,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT3,UET.MAT1051,Giải tích 2,5,45,,,9,62,UET.MAT1051 3,CL,LT,4,3,308-B,Nguyễn Năng Thiều,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT3,UET.MAT1051,Giải tích 2,5,,60,,9,62,UET.MAT1051 3,CL,TH,6,1,205-B,Nguyễn Năng Thiều,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70I-IT3,UET.MAT1051,Giải tích 2,5,,60,,9,62,UET.MAT1051 3,CL,TH,2,4,509-B,Nguyễn Năng Thiều,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70I-IT3,UET.MAT1057,Toán học rời rạc,3,30,15,,1,62,UET.MAT1057 3,CL,LT+TH,6,2,205-B,Đặng Cao Cường,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT3,UET.PHY1095,Vật lý đại cương 1,3,30,15,,4,62,UET.PHY1095 3,CL,LT+TH,2,3,509-B,Nguyễn Thị Minh Hồng+Trần Đức Đông,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT3,FLF1107,Tiếng Anh B1,5,75,,,9,77,FLF1107 7,CL,LT,7,3,ONL,Đỗ Hà Lan,Học trên hệ thống LMS,"Học 2 ca/15 tuần, thi đợt 2"
K70I-IT4,UET.CS2043,Lập trình nâng cao,3,30,,,1,61,UET.CS2043 4,CL,LT,5,1,405-B,Nguyễn Thu Trang,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT4,UET.CS2043,Lập trình nâng cao,3,,30,,1,61,UET.CS2043 4,CL,TH,4,3,504-A,Vũ Đức Hiếu+Trương Xuân Hiếu,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT4,UET.MAT1051,Giải tích 2,5,45,,,9,61,UET.MAT1051 4,CL,LT,3,3,308-B,Nguyễn Thị Hồng,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT4,UET.MAT1051,Giải tích 2,5,,60,,9,61,UET.MAT1051 4,CL,TH,3,2,308-B,Nguyễn Thị Hồng,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70I-IT4,UET.MAT1051,Giải tích 2,5,,60,,9,61,UET.MAT1051 4,CL,TH,6,4,409-B,Nguyễn Thị Hồng,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70I-IT4,UET.MAT1057,Toán học rời rạc,3,30,15,,1,61,UET.MAT1057 4,CL,LT+TH,3,4,308-B,Nghiêm Nguyễn Việt Dũng,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT4,UET.PHY1095,Vật lý đại cương 1,3,30,15,,4,61,UET.PHY1095 4,CL,LT+TH,2,1,101-B,Hồ Thị Anh+Nguyễn Đăng Cơ,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT4,FLF1107,Tiếng Anh B1,5,75,,,9,77,FLF1107 7,CL,LT,7,3,ONL,Đỗ Hà Lan,Học trên hệ thống LMS,"Học 2 ca/15 tuần, thi đợt 2"
K70I-IT5,UET.CS2043,Lập trình nâng cao,3,30,,,1,59,UET.CS2043 5,CL,LT,4,2,201-B,Nguyễn Thu Trang,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT5,UET.CS2043,Lập trình nâng cao,3,,30,,1,59,UET.CS2043 5,CL,TH,6,2,504-A,Trương Xuân Hiếu+Đào Xuân Nghĩa,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT5,UET.MAT1051,Giải tích 2,5,45,,,9,59,UET.MAT1051 5,CL,LT,5,1,402-B,Đào Quang Khải,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT5,UET.MAT1051,Giải tích 2,5,,60,,9,59,UET.MAT1051 5,CL,TH,2,2,106-A,Đào Quang Khải,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70I-IT5,UET.MAT1051,Giải tích 2,5,,60,,9,59,UET.MAT1051 5,CL,TH,5,2,402-B,Đào Quang Khải,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70I-IT5,UET.MAT1057,Toán học rời rạc,3,30,15,,1,59,UET.MAT1057 5,CL,LT+TH,4,1,201-B,Nghiêm Nguyễn Việt Dũng,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT5,UET.PHY1095,Vật lý đại cương 1,3,30,15,,4,59,UET.PHY1095 5,CL,LT+TH,3,1,204-B,Nguyễn Kiên Cường,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT5,FLF1107,Tiếng Anh B1,5,75,,,9,117,FLF1107 6,CL,LT,3,2,ONL,Nguyễn Thị Huyền Trang,Học trên hệ thống LMS,"Học 2 ca/15 tuần, thi đợt 2"
K70I-IT6,UET.CS2043,Lập trình nâng cao,3,30,,,1,61,UET.CS2043 6,CL,LT,4,1,501-B,Tô Văn Khánh,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT6,UET.CS2043,Lập trình nâng cao,3,,30,,1,61,UET.CS2043 6,CL,TH,5,1,507-A,Vũ Đức Hiếu+Mạc Gia Khánh,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT6,UET.MAT1051,Giải tích 2,5,45,,,9,61,UET.MAT1051 6,CL,LT,4,2,501-B,Viện Cơ,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT6,UET.MAT1051,Giải tích 2,5,,60,,9,61,UET.MAT1051 6,CL,TH,3,4,301-B,Viện Cơ,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70I-IT6,UET.MAT1051,Giải tích 2,5,,60,,9,61,UET.MAT1051 6,CL,TH,2,1,108-B,Viện Cơ,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70I-IT6,UET.MAT1057,Toán học rời rạc,3,30,15,,1,61,UET.MAT1057 6,CL,LT+TH,6,4,208-T,Hoàng Thị Điệp,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT6,UET.PHY1095,Vật lý đại cương 1,3,30,15,,4,61,UET.PHY1095 6,CL,LT+TH,4,3,501-B,Hồ Anh Tâm+Nguyễn Minh Đoàn,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT6,FLF1107,Tiếng Anh B1,5,75,,,9,117,FLF1107 6,CL,LT,3,2,ONL,Nguyễn Thị Huyền Trang,Học trên hệ thống LMS,"Học 2 ca/15 tuần, thi đợt 2"
K70I-IT7,UET.CS2043,Lập trình nâng cao,3,30,,,1,61,UET.CS2043 7,CL,LT,2,4,410-B,Nguyễn Đức Anh,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT7,UET.CS2043,Lập trình nâng cao,3,,30,,1,61,UET.CS2043 7,CL,TH,3,3,407-A,Trần Ngọc Trúc Linh+Phạm Bảo Phúc,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-IT7,UET.MAT1051,Giải tích 2,5,45,,,9,61,UET.MAT1051 7,CL,LT,2,3,410-B,Đào Quang Khải,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT7,UET.MAT1051,Giải tích 2,5,,60,,9,61,UET.MAT1051 7,CL,TH,5,3,303-B,Đào Quang Khải,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70I-IT7,UET.MAT1051,Giải tích 2,5,,60,,9,61,UET.MAT1051 7,CL,TH,4,2,402-B,Đào Quang Khải+Đỗ Thái Dương,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70I-IT7,UET.MAT1057,Toán học rời rạc,3,30,15,,1,61,UET.MAT1057 7,CL,LT+TH,5,2,105-B,Hoàng Thị Điệp,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT7,UET.PHY1095,Vật lý đại cương 1,3,30,15,,4,61,UET.PHY1095 7,CL,LT+TH,2,2,410-B,Mai Hồng Hạnh+Nguyễn Minh Đoàn,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-IT7,FLF1107,Tiếng Anh B1,5,75,,,9,118,FLF1107 5,CL,LT,3,4,ONL,Chu Thị Phương Vân,Học trên hệ thống LMS,"Học 2 ca/15 tuần, thi đợt 2"
K70I-CS1,UET.CS2043,Lập trình nâng cao,3,30,,,1,60,UET.CS2043 8,CL,LT,4,3,309-B,Võ Đình Hiếu,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-CS1,UET.CS2043,Lập trình nâng cao,3,,30,,1,60,UET.CS2043 8,CL,TH,2,1,304-A,Trương Xuân Hiếu+Nguyễn Bá Hoàng Kim,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-CS1,UET.MAT1051,Giải tích 2,5,45,,,9,60,UET.MAT1051 8,CL,LT,5,2,205-B,Nguyễn Thị Hồng,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-CS1,UET.MAT1051,Giải tích 2,5,,60,,9,60,UET.MAT1051 8,CL,TH,6,1,201-B,Thẩm Như Phong,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70I-CS1,UET.MAT1051,Giải tích 2,5,,60,,9,60,UET.MAT1051 8,CL,TH,3,3,503-B,Thẩm Như Phong,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70I-CS1,UET.MAT1057,Toán học rời rạc,3,30,15,,1,60,UET.MAT1057 8,CL,LT+TH,5,1,205-B,Hoàng Thị Điệp,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-CS1,UET.PHY1095,Vật lý đại cương 1,3,30,15,,4,60,UET.PHY1095 8,CL,LT+TH,5,3,205-B,Nguyễn Phương Hoài Nam+Nguyễn Minh Đoàn,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-CS1,FLF1107,Tiếng Anh B1,5,75,,,9,115,FLF1107 3,CL,LT,3,4,ONL,Vũ Thị Huyền Trang,Học trên hệ thống LMS,"Học 2 ca/15 tuần, thi đợt 2"
K70I-CS2,UET.CS2043,Lập trình nâng cao,3,30,,,1,61,UET.CS2043 9,CL,LT,6,1,408-B,Nguyễn Văn Sơn,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-CS2,UET.CS2043,Lập trình nâng cao,3,,30,,1,61,UET.CS2043 9,CL,TH,3,2,503-A,Vũ Trọng Thanh+ Phạm Đức Tú,,"Học 1 ca/10 tuần, thi đợt 1"
K70I-CS2,UET.MAT1051,Giải tích 2,5,45,,,9,61,UET.MAT1051 9,CL,LT,5,4,403-B,Đào Quang Khải,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-CS2,UET.MAT1051,Giải tích 2,5,,60,,9,61,UET.MAT1051 9,CL,TH,6,2,408-B,Thẩm Như Phong,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K70I-CS2,UET.MAT1051,Giải tích 2,5,,60,,9,61,UET.MAT1051 9,CL,TH,4,3,302-B,Thẩm Như Phong,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K70I-CS2,UET.MAT1057,Toán học rời rạc,3,30,15,,1,61,UET.MAT1057 9,CL,LT+TH,5,2,403-B,Đỗ Đức Đông,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-CS2,UET.PHY1095,Vật lý đại cương 1,3,30,15,,4,61,UET.PHY1095 9,CL,LT+TH,5,3,403-B,Nguyễn Đức Cường+Trần Đức Đông,,"Học 1 ca/15 tuần, thi đợt 2"
K70I-CS2,FLF1107,Tiếng Anh B1,5,75,,,9,115,FLF1107 3,CL,LT,3,4,ONL,Vũ Thị Huyền Trang,Học trên hệ thống LMS,"Học 2 ca/15 tuần, thi đợt 2"
K70I-CS3,UET.CS2043,Lập trình nâng cao,3,30,,,1,59,UET.CS2043 10,CL,LT,2,1,303-B,Nguyễn Văn Sơn,,"Học 1 ca/10 tuần, thi đợt 1"
